"prey","Base","Vec","Rab5GDP","Rab5GTP","Enr_GDP","Enr_GTP","sEnr_GDP","sEnr_GTP","p_GDP_Vec","p_GTP_Vec","p_GTP_GDP","p_GDP_GTP","p_GDP","p_GTP","Base_diUb","Vec_diUb","diUb1","Enr_diUb","sEnr_diUb","p_Bind_diUb","Base_diUb4","Vec_diUb4","di4spUb","Enr_diUb4","sEnr_diUb4","p_Bind_diUb4"
"2410131K14Rik",13.6,4.2,0,0,-6.4,-6.4,-2.22,-3.85,0.016,0,0.148,0.852,0.013,0,11.3,4.2,0,-6.4,-6.65,0.008,11.6,4.2,0,-6.4,-7.21,0.004
"2410141K09Rik",3.5,0.1,0,0,-1.1,-1.1,-2.1,-3.69,0.027,0,0.153,0.847,0.023,0,3.1,0.1,0,-1.1,-5.92,0.016,2.4,0.1,0,-1.1,-6.53,0.012
"2510003E04Rik",143.3,0.6,0.2,0.2,-1.24,-1.16,-2.02,-3.46,0.022,0,0.167,0.833,0.018,0,138,0.6,0.1,-2.62,-4.92,0.018,151.3,0.6,0.1,-2.58,-5.38,0.008
"2510009E07Rik",62.1,0.2,0.1,0,-0.89,-2.15,-1.87,-3.76,0.04,0,0.111,0.889,0.036,0,66.3,0.2,0.2,-0.14,-3.17,0.075,69.4,0.2,0,-2.15,-6.64,0.006
"2610002J02Rik",8.4,0,0.1,0,1.26,0,-1.64,-3.71,0.063,0,0.093,0.907,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610002M06Rik",120.2,0.1,0.1,0.1,0.16,0.22,-1.97,-3.44,0.025,0,0.169,0.831,0.02,0,135.7,0.1,0,-1.1,-6.07,0.012,135.6,0.1,0,-1.1,-6.6,0.01
"2610008E11Rik",97.4,0.1,0.3,0.1,1.77,0.09,-1.69,-3.56,0.045,0,0.106,0.894,0.04,0,89.1,0.1,0,-1.23,-6.04,0.013,92.2,0.1,0.1,-0.19,-4.39,0.031
"2610020H08Rik",95.5,0.1,0.1,0.2,0.21,0.29,-1.95,-3.35,0.027,0,0.173,0.827,0.022,0,101.7,0.1,0.1,-0.71,-4.32,0.034,96.5,0.1,0,-1.72,-6.66,0.01
"2610034B18Rik",16.6,36.4,0.1,0,-8.25,-9.51,-2.19,-3.9,0.026,0,0.154,0.846,0.022,0,17.2,36.4,0,-9.51,-7,0.008,15.5,36.4,0,-9.51,-7.6,0.004
"2610034M16Rik",106.9,0.1,0.3,0.4,0.92,1.29,-1.92,-3.18,0.025,0.001,0.204,0.796,0.02,0,101.2,0.1,0.1,-0.8,-4.28,0.036,106.7,0.1,0.5,1.73,-2.13,0.206
"2610044O15Rik8",71.5,0.1,0.1,0,0.82,-1.1,-1.75,-3.77,0.038,0,0.083,0.917,0.035,0,78,0.1,0,-1.1,-5.95,0.014,84.6,0.1,0,-1.1,-6.73,0.009
"2610301B20Rik",161.3,12.1,0.5,0.4,-4.49,-4.84,-2.12,-3.67,0.019,0,0.154,0.846,0.016,0,157.2,12.1,0.2,-5.92,-5.5,0.007,152.3,12.1,0,-7.93,-7.48,0.004
"2700029M09Rik",66.9,0.1,0,0,-1.72,-1.72,-2.14,-3.73,0.026,0,0.157,0.843,0.022,0,63.3,0.1,0,-1.72,-6.12,0.013,60.4,0.1,0,-1.72,-6.62,0.011
"2700060E02Rik",74.1,0.3,0.2,0,-0.3,-2.67,-1.76,-3.8,0.041,0,0.089,0.911,0.037,0,74.7,0.3,0,-2.67,-6.21,0.012,78.3,0.3,0,-2.67,-6.74,0.006
"2700062C07Rik",81.2,6.2,0,0.2,-6.97,-4.51,-2.22,-3.64,0.021,0,0.184,0.816,0.017,0,75.7,6.2,0,-6.97,-6.73,0.007,74.4,6.2,0.1,-5.93,-6.15,0.003
"2700081O15Rik",58.9,1.4,0,0,-4.83,-4.83,-2.16,-3.81,0.019,0,0.15,0.85,0.016,0,52.6,1.4,0,-4.83,-6.48,0.008,55.8,1.4,0.1,-3.79,-5.63,0.006
"2700089E24Rik",174.5,26.1,0.2,0.2,-6.66,-6.57,-2.19,-3.81,0.02,0,0.158,0.842,0.017,0,157,26.1,0,-9.03,-7.07,0.009,156.1,26.1,0,-9.03,-7.59,0.004
"2700094K13Rik",2.1,11.5,0,0,-7.86,-7.86,-2.25,-3.85,0.02,0,0.162,0.838,0.017,0,1.7,11.5,0,-7.86,-6.81,0.008,0,0,0,0,0,0
"2700097O09Rik",57.9,0,0.1,0,1.26,0,-1.76,-3.74,0.049,0,0.108,0.892,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0
"2810403A07Rik",133.3,0.1,0.2,0,1.15,-1.23,-1.69,-3.8,0.049,0,0.09,0.91,0.044,0,126.4,0.1,0.1,-0.23,-4.15,0.043,126.4,0.1,0,-1.23,-6.58,0.007
"2810408A11Rik",36.6,0,0,0.2,0,2,-2.18,-3.05,0.017,0.003,0.304,0.696,0.012,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"2810417H13Rik",50.9,0.1,0.1,0,0.03,-1.23,-1.84,-3.74,0.035,0,0.106,0.894,0.031,0,58.1,0.1,0,-1.23,-6.02,0.013,54.8,0.1,0,-1.23,-6.53,0.01
"2900011O08Rik",62.3,37.8,0.2,0,-7.19,-9.56,-2.21,-3.88,0.017,0,0.153,0.847,0.015,0,59.3,37.8,0,-9.56,-7.02,0.011,63.1,37.8,0.1,-8.52,-6.89,0.003
"2900092C05Rik",187.8,0.2,0.2,0.1,0.1,-0.95,-1.9,-3.58,0.024,0,0.122,0.878,0.021,0,207.8,0.2,0.1,-0.69,-3.79,0.05,211.2,0.2,0,-2.27,-6.78,0.006
"3010026O09Rik",11.4,0.1,0.1,0,0.69,-1.23,-1.63,-3.75,0.064,0,0.081,0.919,0.059,0,17.7,0.1,0,-1.23,-6.01,0.013,13.8,0.1,0,-1.23,-6.49,0.009
"3110002H16Rik",57.8,3.4,0.1,0,-4.85,-6.11,-2.18,-3.83,0.019,0,0.156,0.844,0.016,0,58,3.4,0,-6.11,-6.56,0.008,60.3,3.4,0,-6.11,-7.23,0.005
"3110035E14Rik",139.2,0.1,0.3,0.5,1.49,2.3,-1.95,-3.05,0.024,0.002,0.248,0.752,0.018,0,154.3,0.1,0,-1.23,-6.08,0.013,147.7,0.1,0,-1.23,-6.64,0.008
"3110043O21Rik",120.2,0.1,0,0.2,-1.1,0.9,-2.15,-3.23,0.016,0.001,0.246,0.754,0.012,0,122.1,0.1,0,-1.1,-6.1,0.011,138.9,0.1,0.2,0.96,-3.15,0.109
"3110052M02Rik",54.7,78.1,0,0.2,-10.61,-8.15,-2.25,-3.83,0.021,0,0.164,0.836,0.017,0,49.5,78.1,0,-10.61,-7.18,0.009,50.4,78.1,1.3,-5.89,-5.59,0.002
"3110057O12Rik",53.8,0.1,0,0,-1.23,-1.23,-2.08,-3.71,0.021,0,0.155,0.845,0.018,0,54,0.1,0,-1.23,-5.99,0.013,53.9,0.1,0,-1.23,-6.61,0.009
"3110062M04Rik",48.3,0.1,0,0.1,-1.8,-0.48,-2.14,-3.41,0.019,0,0.21,0.79,0.015,0,47,0.1,0.1,-0.8,-4.12,0.039,49.2,0.1,0,-1.8,-6.71,0.008
"3830406C13Rik",324.9,0.4,0.1,0.9,-1.34,0.99,-2.12,-3.08,0.019,0.001,0.273,0.727,0.014,0,316.2,0.4,0,-3.26,-6.35,0.01,294.4,0.4,0.1,-2.22,-5.27,0.013
"3830417A13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0.1,1,-3.04,0.143,0,0,0,0,0,0
"42431",59.5,0.2,0,0.2,-2.21,-0.21,-2.18,-3.25,0.02,0.001,0.26,0.74,0.015,0,56.2,0.2,0.1,-1.21,-4.24,0.038,63.1,0.2,0.1,-1.17,-4.61,0.03
"42431_2",19.7,15.9,0,0,-8.32,-8.32,-2.17,-3.84,0.022,0,0.157,0.843,0.019,0,23.5,15.9,0.1,-7.32,-6.15,0.006,21.5,15.9,0,-8.32,-7.42,0.003
"42434",173.7,0.2,0.6,0.6,1.62,1.56,-1.87,-3.17,0.028,0.001,0.174,0.826,0.023,0,151.6,0.2,0.1,-1.15,-4.42,0.025,171.9,0.2,0,-2.15,-6.72,0.008
"42435",553.1,36.2,0.3,1.8,-6.51,-4.29,-2.17,-3.6,0.018,0,0.177,0.823,0.015,0,552.5,36.2,0.1,-7.92,-6.24,0.004,545.2,36.2,0,-9.5,-7.69,0.005
"42436",48.2,480.2,0,0,-13.23,-13.23,-2.22,-3.87,0.021,0,0.167,0.833,0.017,0,39.7,480.2,0,-13.23,-7.34,0.011,38.6,480.2,0.1,-12.19,-7.66,0.003
"42437",272.9,1.5,0.1,0.1,-3.69,-3.63,-2.14,-3.69,0.021,0,0.16,0.84,0.018,0,261.1,1.5,0.1,-3.95,-5.34,0.011,265.2,1.5,0,-4.95,-7.05,0.006
"42439",15.7,0,0.1,0,1.26,0,-1.7,-3.74,0.05,0,0.091,0.909,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0
"42615",291.4,2039.8,0.2,0.2,-12.94,-13.31,-2.23,-3.9,0.019,0,0.154,0.846,0.016,0,279,2039.8,0.1,-13.73,-7.09,0.008,271.2,2039.8,0,-15.32,-8.05,0.007
"42617",107.3,112.3,0.2,0,-8.76,-11.13,-2.2,-3.87,0.017,0,0.148,0.852,0.015,0,113,112.3,0.2,-9.13,-6.32,0.005,106.4,112.3,0.2,-8.75,-6.62,0.002
"42619",83.2,0.2,0,0.2,-2.21,-0.21,-2.19,-3.31,0.018,0.001,0.244,0.756,0.013,0,90.2,0.2,0.1,-1.21,-4.36,0.029,89,0.2,0.1,-1.17,-4.66,0.023
"42620",263,21.3,0.3,0.1,-5.74,-7.42,-2.17,-3.83,0.021,0,0.15,0.85,0.018,0,235.2,21.3,0,-8.74,-7.05,0.007,234.9,21.3,0,-8.74,-7.55,0.004
"42622",5.2,4.2,0,0,-6.4,-6.4,-2.2,-3.8,0.017,0,0.159,0.841,0.014,0,6.7,4.2,0,-6.4,-6.67,0.009,7.2,4.2,0,-6.4,-7.3,0.004
"42623",109.9,4.8,0,0,-6.6,-6.6,-2.2,-3.84,0.021,0,0.156,0.844,0.018,0,133.4,4.8,0,-6.6,-6.71,0.005,138.6,4.8,0,-6.6,-7.32,0.004
"42624",131.5,0.2,0.2,0.1,-0.15,-1.21,-1.91,-3.57,0.031,0,0.121,0.879,0.027,0,142.4,0.2,0.1,-0.94,-4,0.039,145.1,0.2,0.2,-0.47,-3.88,0.051
"42625",5.1,0,0.1,0,1.26,0,-1.69,-3.71,0.052,0,0.091,0.909,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0
"42628",256.9,5.2,0.3,0.2,-3.99,-4.7,-2.09,-3.68,0.022,0,0.152,0.848,0.019,0,265.1,5.2,0.1,-5.71,-5.78,0.006,254.8,5.2,0,-6.71,-7.33,0.003
"4430402I18Rik",247.7,0.2,0.2,0,-0.1,-2.48,-1.8,-3.8,0.035,0,0.088,0.912,0.032,0,243.9,0.2,0.1,-1.48,-4.62,0.02,247.9,0.2,0.1,-1.44,-5,0.016
"4632428N05Rik",2.5,3.6,0,0,-6.19,-6.19,-2.22,-3.85,0.02,0,0.155,0.845,0.017,0,1,3.6,0,-6.19,-6.47,0.008,1.5,3.6,0,-6.19,-7.13,0.005
"4833420G17Rik",103.1,0.6,0.1,0,-2.43,-3.69,-2.01,-3.8,0.026,0,0.133,0.867,0.023,0,123,0.6,0.1,-2.69,-4.91,0.016,118.1,0.6,0,-3.69,-7.02,0.007
"4833423E24Rik",145.1,18,0.2,0.2,-6.12,-6.03,-2.15,-3.8,0.022,0,0.144,0.856,0.019,0,150.1,18,0,-8.5,-6.92,0.007,140.3,18,0,-8.5,-7.43,0.005
"4833439L19Rik",292.7,14.7,0.3,0,-5.21,-8.21,-2.11,-3.84,0.024,0,0.143,0.857,0.02,0,300.2,14.7,0.2,-6.2,-5.61,0.007,289.8,14.7,0.1,-7.17,-6.59,0.003
"4921501E09Rik",35.6,0.1,0.1,0,0.16,-1.1,-1.79,-3.75,0.042,0,0.1,0.9,0.038,0,35.9,0.1,0,-1.1,-6.01,0.012,33.1,0.1,0,-1.1,-6.59,0.008
"4921504E06Rik",98.1,3.3,0,0.1,-6.05,-4.72,-2.24,-3.71,0.02,0,0.184,0.816,0.016,0,79.4,3.3,0.2,-4.04,-4.74,0.014,77.9,3.3,0,-6.05,-7.05,0.004
"4921507P07Rik",190.4,0.3,0.1,0,-0.75,-2.67,-1.89,-3.77,0.032,0,0.102,0.898,0.028,0,200.1,0.3,0.2,-0.67,-3.73,0.049,221.7,0.3,0,-2.67,-6.83,0.007
"4921511H03Rik",274.1,311.8,1604.3,0.5,2.36,-9.28,-1.03,-3.91,0.185,0,0.039,0.961,0.178,0,266.3,311.8,0.3,-10.02,-6.56,0.005,251.7,311.8,0.1,-11.57,-7.49,0.003
"4921517D22Rik",42.6,0,0.1,0,1.92,0,-1.63,-3.76,0.061,0,0.089,0.911,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921524J17Rik",115.2,8,0.1,0.2,-6.07,-5.33,-2.21,-3.69,0.02,0,0.18,0.82,0.017,0,98.7,8,0,-7.33,-6.81,0.008,96.3,8,0.1,-6.29,-6.37,0.003
"4921530L21Rik",32.4,0.5,0,0,-3.34,-3.34,-2.14,-3.8,0.022,0,0.151,0.849,0.019,0,30.8,0.5,0.1,-2.34,-4.6,0.022,38,0.5,0,-3.34,-6.82,0.005
"4921539E11Rik",125.5,0,0.1,0.1,1.92,1.32,-1.85,-3.46,0.034,0,0.137,0.863,0.03,0,126.8,0,0.1,1,-3.75,0.078,136,0,0.1,1.04,-4.07,0.076
"4922502D21Rik",359.4,0.2,0.3,0.8,0.19,1.6,-2.07,-3.13,0.019,0.001,0.251,0.749,0.014,0,399.4,0.2,0.2,-0.53,-3.77,0.055,391.4,0.2,0.1,-1.49,-5.24,0.016
"4930402K13Rik",30.7,0.1,0,0,-1.23,-1.23,-2.15,-3.7,0.018,0,0.164,0.836,0.015,0,26.8,0.1,0,-1.23,-6,0.015,28.6,0.1,0,-1.23,-6.5,0.008
"4930404A10Rik",37.5,0.1,0,0,-1.1,-1.1,-2.11,-3.7,0.024,0,0.161,0.839,0.02,0,46.9,0.1,0,-1.1,-5.98,0.016,43.3,0.1,0,-1.1,-6.54,0.01
"4930412D23Rik",69.6,0,0.1,0,1.92,0,-1.64,-3.74,0.061,0,0.087,0.913,0.055,0,68.6,0,0.1,1,-3.75,0.089,0,0,0,0,0,0
"4930415F15Rik",80.4,0,0.1,0.1,1.92,1.32,-1.86,-3.46,0.03,0,0.136,0.864,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930426D05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0.1,1,-2.8,0.169,0,0,0,0,0,0
"4930430A15Rik",43.5,0.1,0,0,-1.1,-1.1,-2.1,-3.71,0.023,0,0.157,0.843,0.019,0,51.2,0.1,0.1,-0.1,-3.96,0.054,52.1,0.1,0,-1.1,-6.52,0.01
"4930430F08Rik",83.8,0,0.1,0,1.92,0,-1.61,-3.74,0.063,0,0.082,0.918,0.058,0,88.6,0,0.1,1,-3.7,0.08,0,0,0,0,0,0
"4930435E12Rik",62.8,0.1,0.1,0,0.69,-1.23,-1.73,-3.77,0.05,0,0.094,0.906,0.045,0,59.5,0.1,0,-1.23,-6.04,0.016,55.7,0.1,0,-1.23,-6.69,0.009
"4930444G20Rik",6.6,1.3,0,0,-4.72,-4.72,-2.14,-3.79,0.022,0,0.155,0.845,0.018,0,9.6,1.3,0,-4.72,-6.4,0.009,8.3,1.3,0,-4.72,-6.98,0.006
"4930449I24Rik",42.3,0,0.1,0.4,1.26,3.09,-2.09,-3.03,0.024,0.003,0.285,0.715,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"4930453H23Rik",33.7,0.2,0,0,-2.48,-2.48,-2.12,-3.71,0.027,0,0.166,0.834,0.022,0,39.9,0.2,0,-2.48,-6,0.014,41.8,0.2,0,-2.48,-6.71,0.009
"4930453N24Rik",201.3,96.3,0.6,0.5,-7.15,-7.59,-2.18,-3.78,0.019,0,0.155,0.845,0.016,0,203.3,96.3,0.1,-9.91,-6.73,0.006,203.4,96.3,0,-10.91,-7.8,0.004
"4930474N05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0.1,1,-3.38,0.103,0,0,0,0,0,0
"4930480E11Rik",6.3,0.1,0,0,-1.23,-1.23,-2.05,-3.72,0.025,0,0.142,0.858,0.022,0,8.5,0.1,0,-1.23,-5.97,0.013,8,0.1,0,-1.23,-6.6,0.008
"4930502E18Rik",45.2,0,0,0.1,0,1.32,-2.08,-3.25,0.03,0.001,0.252,0.748,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930503B20Rik",341.9,0.1,0.7,1,2.1,2.56,-1.89,-3.1,0.029,0.001,0.203,0.797,0.023,0,359.2,0.1,0.2,0.52,-3.27,0.089,356.1,0.1,0.1,-0.76,-4.82,0.023
"4930503E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0.1,1.59,-2.81,0.172,0,0,0,0,0,0
"4930503L19Rik",27.9,3,0.1,0,-4.66,-5.92,-2.1,-3.86,0.025,0,0.136,0.864,0.022,0,27,3,0,-5.92,-6.58,0.009,25.6,3,0,-5.92,-7.24,0.005
"4930505A04Rik",173.7,25.4,0.1,0.2,-7.07,-6.99,-2.16,-3.8,0.02,0,0.15,0.85,0.017,0,156.6,25.4,0.3,-6.4,-5.56,0.005,156.2,25.4,0,-8.99,-7.55,0.004
"4930519G04Rik",18.6,0.1,0.2,0,1.15,-1.23,-1.58,-3.77,0.068,0,0.068,0.932,0.063,0,15.6,0.1,0,-1.23,-5.98,0.017,16.3,0.1,0,-1.23,-6.55,0.011
"4930522H14Rik",205.2,0.1,0.3,0.5,0.92,1.52,-1.96,-3.16,0.029,0.001,0.207,0.793,0.023,0,205.1,0.1,0,-1.8,-6.15,0.013,188.9,0.1,0,-1.8,-6.71,0.007
"4930523C07Rik",82.7,0.5,0.1,0,-2.26,-3.52,-1.99,-3.75,0.024,0,0.122,0.878,0.021,0,97.6,0.5,0,-3.52,-6.34,0.009,105,0.5,0,-3.52,-6.95,0.004
"4930524B15Rik",34.5,0.1,0,0,-1.23,-1.23,-2.08,-3.7,0.02,0,0.151,0.849,0.017,0,42.3,0.1,0,-1.23,-6.07,0.013,42.3,0.1,0.1,-0.19,-4.12,0.048
"4930524N10Rik",51.3,0,0,0.1,0,1.32,-2.12,-3.29,0.029,0.001,0.237,0.763,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930538K18Rik",34.9,0.1,0,0.2,-1.23,0.77,-2.19,-3.16,0.019,0.002,0.297,0.703,0.014,0.001,32.6,0.1,0,-1.23,-5.99,0.012,35.3,0.1,0.1,-0.19,-4.23,0.042
"4930544G11Rik",352.7,1.1,0.6,0.4,-0.74,-1.41,-1.95,-3.48,0.023,0,0.135,0.865,0.02,0,379,1.1,0.1,-3.5,-5.25,0.012,376.1,1.1,0.1,-3.46,-5.72,0.007
"4930548H24Rik",43.2,0.1,0,0,-1.1,-1.1,-2.08,-3.71,0.023,0,0.147,0.853,0.019,0,44.7,0.1,0,-1.1,-6.03,0.015,47.6,0.1,0.1,-0.06,-4.12,0.044
"4930550C14Rik",165.9,0.5,0.1,0.2,-2.11,-1.37,-2.12,-3.49,0.021,0,0.19,0.81,0.017,0,161.5,0.5,0.2,-1.37,-3.93,0.04,162.2,0.5,0.1,-2.33,-5.14,0.013
"4930550L24Rik",114.1,0,0.1,0,1.26,0,-1.77,-3.71,0.048,0,0.104,0.896,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930555G01Rik",21,0,0,0.2,0,2.46,-2.14,-2.94,0.021,0.006,0.34,0.66,0.014,0.002,0,0,0,0,0,0,0,0,0,0,0,0
"4930557A04Rik",11.9,0,0,0.2,0,2.46,-2.16,-2.94,0.022,0.004,0.338,0.662,0.015,0.002,0,0,0,0,0,0,0,0,0,0,0,0
"4930558K02Rik",121.6,0,0.2,0,2.38,0,-1.62,-3.76,0.057,0,0.083,0.917,0.052,0,0,0,0,0,0,0,116.3,0,0.3,2.65,-2.46,0.204
"4930563D23Rik",60.7,0.1,0.1,0,0.16,-1.1,-1.83,-3.75,0.038,0,0.104,0.896,0.034,0,54,0.1,0,-1.1,-6.01,0.014,52.1,0.1,0,-1.1,-6.59,0.008
"4930563E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0.1,1.04,-3.57,0.108
"4930564C03Rik",129.6,100.4,0.1,0.4,-9.71,-7.88,-2.2,-3.8,0.018,0,0.146,0.854,0.015,0,119.5,100.4,0,-10.97,-7.23,0.007,119.5,100.4,0,-10.97,-7.77,0.004
"4930571K23Rik",120.6,1.4,0.1,0.3,-2.89,-2.01,-2.07,-3.4,0.019,0,0.186,0.814,0.016,0,130.7,1.4,0,-4.82,-6.49,0.009,133.5,1.4,0,-4.82,-7.08,0.004
"4930579F01Rik",110.3,0.2,0,0.2,-2.21,-0.21,-2.15,-3.3,0.02,0.001,0.251,0.749,0.015,0,114.7,0.2,0,-2.21,-6.1,0.012,118.5,0.2,0,-2.21,-6.79,0.006
"4930579G24Rik",3.7,431.5,0,0,-13.08,-13.08,-2.25,-3.88,0.018,0,0.157,0.843,0.015,0,4.4,431.5,231.6,-0.9,-2.52,0.117,2.9,431.5,0,-13.08,-8.12,0.006
"4930591A17Rik",1.2,0.1,0,0,-1.1,-1.1,-2.08,-3.7,0.023,0,0.152,0.848,0.019,0,0.8,0.1,0,-1.1,-5.97,0.015,0.9,0.1,0,-1.1,-6.54,0.009
"4930595M18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0.1,1,-3.41,0.103,0,0,0,0,0,0
"4930596D02Rik",69.8,1.8,0,0,-5.19,-5.19,-2.18,-3.81,0.022,0,0.15,0.85,0.019,0,80.2,1.8,0.1,-4.19,-5.24,0.011,81.8,1.8,0,-5.19,-7.06,0.004
"4931406C07Rik",446.1,223.1,0.6,92.8,-8.36,-1.26,-2.21,-3.13,0.016,0.001,0.286,0.714,0.012,0,446.5,223.1,0.2,-9.8,-6.55,0.005,417.3,223.1,0.1,-11.08,-7.43,0.003
"4931409K22Rik",23.8,0,0.1,0,1.26,0,-1.72,-3.73,0.05,0,0.096,0.904,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931417E11Rik",235.4,4.5,0.6,0.8,-2.76,-2.39,-2.07,-3.47,0.019,0,0.176,0.824,0.015,0,241.6,4.5,0.2,-4.52,-5.04,0.008,253.6,4.5,0,-6.52,-7.31,0.004
"4931423N10Rik",42,0.1,0.1,0,0.16,-1.1,-1.81,-3.77,0.035,0,0.099,0.901,0.031,0,51.1,0.1,0,-1.1,-6.02,0.014,49.3,0.1,0,-1.1,-6.58,0.007
"4931429L15Rik",20.8,0.2,0,0,-2.27,-2.27,-2.15,-3.75,0.019,0,0.157,0.843,0.016,0,23.7,0.2,0,-2.27,-6.13,0.011,22.7,0.2,0,-2.27,-6.61,0.008
"4932414N04Rik",97.1,53.3,0.1,0,-8.8,-10.06,-2.16,-3.87,0.021,0,0.157,0.843,0.017,0,98.8,53.3,0,-10.06,-7.08,0.009,95.8,53.3,0.1,-9.02,-7.04,0.002
"4932429P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0.1,1.04,-3.62,0.088
"4932438A13Rik",232.5,0.3,0.2,0.2,-0.25,-0.62,-1.93,-3.43,0.029,0,0.151,0.849,0.024,0,226.1,0.3,0,-2.63,-6.17,0.009,233.2,0.3,0,-2.63,-6.76,0.006
"4932438H23Rik",20.4,105.8,0.2,0,-8.67,-11.05,-2.18,-3.84,0.025,0,0.166,0.834,0.021,0,21.2,105.8,0,-11.05,-7.14,0.007,24.6,105.8,0,-11.05,-7.79,0.004
"4933402D24Rik",29.4,7.4,0,0,-7.21,-7.21,-2.21,-3.88,0.02,0,0.145,0.855,0.017,0,26,7.4,0,-7.21,-6.81,0.006,25.8,7.4,0,-7.21,-7.37,0.004
"4933402E13Rik",46.5,0.2,0.1,0,-0.89,-2.15,-1.95,-3.75,0.027,0,0.108,0.892,0.024,0,47.4,0.2,0,-2.15,-6.13,0.01,49.3,0.2,0.2,0.24,-3.03,0.099
"4933402J07Rik",121.9,2.3,0.1,0,-4.3,-5.56,-2.14,-3.84,0.02,0,0.145,0.855,0.017,0,117.9,2.3,0.1,-4.56,-5.42,0.01,128.1,2.3,0,-5.56,-7.21,0.004
"4933402N03Rik",31.2,0.2,0,0,-2.48,-2.48,-2.13,-3.78,0.024,0,0.15,0.85,0.02,0,29.9,0.2,0,-2.48,-6.15,0.011,28.2,0.2,0.2,-0.42,-3.32,0.075
"4933402N22Rik",133,0.1,0.1,0,0.03,-1.23,-1.93,-3.76,0.028,0,0.119,0.881,0.024,0,123.4,0.1,0,-1.23,-6.02,0.014,134.4,0.1,0,-1.23,-6.65,0.007
"4933405O20Rik",154.5,0,0.2,0.3,2.38,2.81,-1.94,-3.22,0.029,0.001,0.212,0.788,0.023,0,0,0,0,0,0,0,142.5,0,0.1,1.04,-4.33,0.059
"4933406M09Rik",20.6,0,0.1,0,1.26,0,-1.71,-3.72,0.047,0,0.103,0.897,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933409G03Rik",97.5,0,0.1,0,1.26,0,-1.81,-3.76,0.039,0,0.106,0.894,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933411K16Rik",67.8,0.1,0.1,0.2,0.69,0.77,-1.94,-3.3,0.029,0,0.176,0.824,0.024,0,77,0.1,0,-1.23,-6.12,0.01,68.5,0.1,0,-1.23,-6.67,0.009
"4933413G19Rik",9.1,0.1,0,0,-1.1,-1.1,-2.09,-3.73,0.026,0,0.151,0.849,0.022,0,10.3,0.1,0,-1.1,-6,0.015,6.9,0.1,0,-1.1,-6.52,0.009
"4933415F23Rik",182.8,109.2,0.3,0.2,-8.09,-8.63,-2.18,-3.85,0.018,0,0.141,0.859,0.016,0,176.8,109.2,0,-11.09,-7.14,0.009,162.3,109.2,0.3,-8.44,-6.55,0.002
"4933416C03Rik",143.4,0.1,0.3,0,0.84,-1.88,-1.72,-3.78,0.042,0,0.092,0.908,0.039,0,151.6,0.1,0,-1.88,-6.13,0.011,166.1,0.1,0,-1.88,-6.72,0.008
"4933417A18Rik",310.4,0.3,0.6,0.3,0.89,-0.06,-1.84,-3.43,0.03,0,0.127,0.873,0.026,0,321.4,0.3,0,-2.87,-6.3,0.011,319.5,0.3,0.1,-1.83,-5.18,0.01
"4933421I07Rik",20.8,0.1,0,0,-1.1,-1.1,-2.08,-3.7,0.022,0,0.15,0.85,0.019,0,15.8,0.1,0,-1.1,-5.91,0.017,24.7,0.1,0,-1.1,-6.56,0.008
"4933426M11Rik",111.6,0.1,0.2,0.1,1.28,0.22,-1.76,-3.51,0.038,0,0.119,0.881,0.033,0,111.4,0.1,0.1,-0.1,-4.06,0.046,117.7,0.1,0,-1.1,-6.6,0.008
"4933427G17Rik",57.4,0.1,0,0.1,-1.23,0.09,-2.13,-3.36,0.019,0.001,0.23,0.77,0.015,0,55.3,0.1,0.1,-0.23,-4.05,0.05,55.8,0.1,0,-1.23,-6.66,0.008
"4933430I17Rik",15.3,0.2,0,0,-2.15,-2.15,-2.13,-3.74,0.023,0,0.155,0.845,0.019,0,22.2,0.2,0,-2.15,-6.1,0.013,14.6,0.2,0,-2.15,-6.63,0.008
