"prey","bait","Enrichment_score","Specificity_score","Sum_scores","Borda_scores"
"Ranbp6","di4spUb",0,0.175171120176209,0.175171120176209,1.51816484395839
"Ranbp6","Rab5GDP",0,0.167470368833137,0.167470368833137,1.48512681348502
"Ranbp6","Rab5GTP",0,0.347878343168906,0.347878343168906,2.04689635330504
"Ranbp9","EMPTY",0,0.588669258591011,0.588669258591011,2.58274719789445
"Ranbp9","Rab5GDP",0,0.00592101736019544,0.00592101736019544,1.17214819696439
"Ranbp9","Rab5GTP",0,0.195529534761064,0.195529534761064,1.61162079510703
"Rangrf","di4spUb",0,0.180908821048921,0.180908821048921,1.54377780188782
"Rangrf","Rab5GDP",0,0.37306959361548,0.37306959361548,2.16732036099158
"Rangrf","Rab5GTP",0,0.359965989927465,0.359965989927465,2.10418130060261
"Rap1a","EMPTY",0,0.641650354669972,0.641650354669972,2.71987001815923
"Rap1a","Rab5GDP",0,0.462385692579216,0.462385692579216,2.37714572108758
"Rap1a","Rab5GTP",0,0.0187873404536657,0.0187873404536657,1.19810546258289
"Rap1b","EMPTY",0,0.587460222013259,0.587460222013259,2.57900222030903
"Rap1b","Rab5GDP",0,0.0166371763292063,0.0166371763292063,1.19438440392001
"Rap1b","Rab5GTP",0,0.196967469723914,0.196967469723914,1.6164266848428
"Rap1gap2","di4spUb",0,0.16483115094786,0.16483115094786,1.4734008128608
"Rap1gap2","Rab5GDP",0,0.300862404620687,0.300862404620687,1.86255645002945
"Rap1gap2","Rab5GTP",0,0.324350466075338,0.324350466075338,1.95392907411858
"Rap1gds1","di4spUb",0,0.13898125558668,0.13898125558668,1.37090830262302
"Rap1gds1","Rab5GDP",0,0.100732854100052,0.100732854100052,1.31303204374005
"Rap1gds1","Rab5GTP",0,0.253356747531539,0.253356747531539,1.72451824021331
"Rap2a","di4spUb",0,0.150548697776582,0.150548697776582,1.41568003183763
"Rap2a","Rab5GDP",0,0.20178982622696,0.20178982622696,1.62519631078496
"Rap2a","Rab5GTP",0,0.285935380899537,0.285935380899537,1.81509710750391
